Permit_Number,Owner_Name,Operating_Name,Street,City,Prem_Zip,Prem_County,New_Permit_Flag
OR-W-21010,"BUDDHA KAT WINERY, LLC",Buddha Kat Winery,6260 BLIMP BLVD BLDG 71,TILLAMOOK,97141,,0
OR-W-21011,"VICIOUS KREW, LLC",Ruzzo,15875 SE 114TH AVE STE O,CLACKAMAS,97015,CLACKAMAS,0
OR-W-21013,ABBEY CREEK VINEYARD LLC,,31441 NW COMMERCIAL ST,NORTH PLAINS,97133,WASHINGTON,0
OR-W-21014,RANDY RASMUSSEN,Cindi Rae Vineyards,34103 ADLER LN,CRESWELL,97426,,0
OR-W-21015,BACHELDER OREGON LLC,,801 S NORTH SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21016,BULL RUN CIDER LLC,,7940 NW KANSAS CITY RD,FOREST GROVE,97116,WASHINGTON,0
OR-W-21017,"HARRY AND DAVID, LLC",Harry & David,2500 SOUTH PACIFIC HWY,MEDFORD,97501,JACKSON,0
OR-W-21018,DAEDALUS CELLARS CO.,Willful Wine,5705 F NE 105TH AVE,PORTLAND,97220,MULTNOMAH,0
OR-W-21019,"FLORA PROPERTIES, LLC",Ruby Vineyard & Winery,30088 SW EGGER RD,HILLSBORO,97123,WASHINGTON,0
OR-W-21020,IPACS CELLARS LLC,,5770 SE MACLEAY RD,SALEM,97317,,0
OR-W-21021,AURORA COLONY VINEYARDS LLC,Aurora Colony Vineyards,"21338 OAK LANE, NE",AURORA,97002,MARION,0
OR-W-21022,"M. MERRIMAN WINES, LLC",M. Merriman Wines,801 N SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21024,"GOLDEN HEIGHTS, LLC",Darlingtonia,652 GOLD CANYON DR,SELMA,97538,,0
OR-W-21025,SWIFT CIDER LLC,Swift Cider,100 NE FARRAGUT ST STE 101,PORTLAND,97211,MULTNOMAH,0
OR-W-21026,"ARTERBERRY MARESH, LLC",Arterberry Maresh,9507 NE POWELL HILL RD,DUNDEE,97115,,0
OR-W-21027,UMPQUA COMMUNITY COLLEGE,Southern Oregon Wine Institute,1140 UMPQUA COLLEGE RD,ROSEBURG,97470,DOUGLAS,0
OR-W-21028,"FUNDAMENTAL ALCHEMY, LLC",,1868 SCHAD RD,ELKTON,97436,DOUGLAS,0
OR-W-21029,FREDRICK DAVID HAASE,Wine By David,89258 GREEN HILL RD,EUGENE,97402,LANE,0
OR-W-21031,"WESSELS FAMILY HONEY, LLC",Wessels Family Honey,2331 23RD AVE,FOREST GROVE,97116,WASHINGTON,0
OR-W-21032,"TUSCANY PALOTAI, LLC",,272 CAPITAL LN,ROSEBURG,97471,DOUGLAS,0
OR-W-21033,"DECLAN WINE COMPANY, LLC",Harper Voit,1400 NE ALPHA DR,MCMINNVILLE,97128,YAMHILL,0
OR-W-21034,"REVANA FAMILY PARTNERS, L.P.",Alexana Winery,12001 NE WORDEN HILL RD,NEWBERG,97132,YAMHILL,0
OR-W-21035,GILL E. ANDERSON,Platt Anderson Cellars,330 OTIS ST,ASHLAND,97520,JACKSON,0
OR-W-21039,KANDARIAN WINE CELLARS LLC,Kandarian Wine Cellars,907 W 3RD AVE,EUGENE,97402,LANE,0
OR-W-21040,"SERRA MARKETING, LLC",Serra Vineyards,222 MISSOURI FLAT RD,GRANTS PASS,97527,JOSEPHINE,0
OR-W-21041,"HOOD RIVER CIDERY, INCORPORATED",Barlow Road Hard Cider,1539 DRY CREEK RD,MOSIER,97040,WASCO,0
OR-W-21042,BARD'S VICES INCORPORATED,Red Tank Cider Company,840 SE WOODLAND BLVD STE 185,BEND,97702,,0
OR-W-21043,10 SPEED MEAD COMPANY LLC,10 Speed Mead Company,6719 NE 18TH AVE,PORTLAND,97211,,0
OR-W-21044,C&LBOLTON LLC,15 Mile Winery,66501 BOLTON ROAD,DUFUR,97021,,0
OR-W-21046,"WINE COUNTRY FARM, LLC",ARMONEA WINES,31983 SW LAURELVIEW RD,HILLSBORO,97123,WASHINGTON,0
OR-W-21047,PAUL DILGER,Running Deer Vineyards,3855 RIVERSIDE,SALEM,97306,,0
OR-W-21048,"PANTHER CREEK CELLARS, LLC",,240 SE 5TH ST,DUNDEE,97115,,0
OR-W-21049,"OAKSHIRE, INC.",Oakshire Brewing,2950 A ALLANE ST,EUGENE,97402,LANE,0
OR-W-21050,"TERTULIA CELLARS, LLC",,56053 NORTH FORK WALLA WALLA RIVER RD,MILTON FREEWATER,97862,UMATILLA,0
OR-W-21051,MOODY TOLLBRIDGE WINERY CO.,,6100 MOODY RD,THE DALLES,97058,WASCO,0
OR-W-21052,ANGELA R. FERRY,Abbelone Vineyard,85505 CHRISTENSEN RD,EUGENE,97405,LANE,0
OR-W-21054,"VIOLA WINE CELLARS, INC.",,11015 NW COPELAND ST,PORTLAND,97229,WASHINGTON,0
OR-W-21055,"UMPQUA WINE WORKS, LLC",Paul O'Brien Winery,606 SE STEPHENS ST,ROSEBURG,97470,DOUGLAS,0
OR-W-21056,"FLORA VINEYARDS AND WINERY, LLC",Native Flora,11812 NE WORDEN HILL RD,NEWBERG,97132,YAMHILL,0
OR-W-21057,MICHAEL EDWIN OLDENBURG,,79144 ERICKSON DIKE RD,CLATSKANIE,97016,COLUMBIA,0
OR-W-21060,GUZZO FAMILY VINEYARD LLC,Guzzo Family Vineyard LLC,1386 MURPHY CREEK RD,GRANTS PASS,97527,JOSEPHINE,0
OR-W-21061,FESTA DEL VOLO LLC,THE MAY,1120 STATE RD,MOSIER,97040,WASCO,0
OR-W-21062,LADY HILL LLC,JOwenwine,8400 CHAMPOEG RD NE,ST. PAUL,97137,MARION,0
OR-W-21063,AUDHUMLA BEVERAGE CO.,Audhumla Beverage Co.,501 N HOWARD ST UNIT A,NEWBERG,97132,YAMHILL,0
OR-W-21064,JAN E. O'BANION,Borgo Wines,23964 HAWLEY CREEK RD,MONROE,97456,BENTON,0
OR-W-21065,"NINKASI BREWERY, LLC",Ninkasi Brewing Company,272 VAN BUREN ST,EUGENE,97402,,0
OR-W-21066,"LION NATHAN USA, INC.",Argyle Winery,800 N BRUTSCHER ST,NEWBERG,97132,YAMHILL,0
OR-W-21067,ORWA CIDER COLLECTIVE LLC,,3135 SE SELLWOOD ST,MILWAUKIE,97222,,0
OR-W-21068,CIDER RIOT LLC,,807 NE COUCH ST,PORTLAND,97232,MULTNOMAH,0
OR-W-21069,"DESCHUTES BREWERY, INC.",Deschutes Brewery & Public House,1044 NW BOND ST,BEND,97701,,0
OR-W-21070,POWERSTATION LLC,Elizabeth Chambers Cellar,455 NE IRVINE ST,MCMINNVILLE,97128,YAMHILL,0
OR-W-21071,BENNETT VINEYARDS & WINE COMPANY LLC,,25974 HIGHWAY 36,CHESHIRE,97419,LANE,0
OR-W-21072,"FAITH, HOPE AND CHARITY LLC",,70450 NW LOWER VALLEY DR,TERREBONNE,97760,DESCHUTES,0
OR-W-21075,BULKHEAD LLC,Coopers Hall,404 SE 6TH AVE,PORTLAND,97214,MULTNOMAH,0
OR-W-21077,"LEDGER DAVID CELLARS, LLC",Ledger David,925 ANDERSON CREEK RD BLDG 1,TALENT,97540,,0
OR-W-21078,TIMOTHY MALONE WINES INC.,Timothy Malone Wines,17150 NE HILLSIDE DR,NEWBERG,97132,YAMHILL,0
OR-W-21079,CRAIG M. BUSH,Wendler Cellars,5646 NW 164TH. AVE,PORTLAND,97229,WASHINGTON,0
OR-W-21080,SASQUATCH BREWING COMPANY,Sasquatch Brewery,6440 SW CAPITOL HWY,PORTLAND,97239,MULTNOMAH,0
OR-W-21081,"SILTSTONE WINES, LLC",Siltstone Wines,213 S PINE ST,CARLTON,97111,YAMHILL,0
OR-W-21082,WHISTLING RIDGE VINEYARDS L.L.C,Whistling Ridge Vineyards,14551 NE NORTH VALLEY RD,NEWBERG,97132,YAMHILL,0
OR-W-21084,WOLFPACK CIDER LLC,DeWolf Cider LLC,6620 SW SCHOLLS FERRY RD,PORTLAND,97223,,0
OR-W-21085,"THOMPSON CREEK ORGANICS, LLC",,9530 THOMPSON CREEK RD,APPLEGATE,97530,JOSEPHINE,0
OR-W-21086,"JACKSON FAMILY WINES, INC.",Gran Moraine Winery,17090 NE WOODLAND LOOP RD,YAMHILL,97148,YAMHILL,0
OR-W-21088,VINTNERS CELLAR OF OREGON LLC,,1111 NW 16TH AVE,PORTLAND,97209,,0
OR-W-21089,THE WINE R.A.T. INC.,The Wine R.A.T.,141 S PINE ST,CARLTON,97111,YAMHILL,0
OR-W-21091,PARRETT MOUNTAIN CELLARS LLC,,33434 NE HAUGEN RD,NEWBERG,97132,YAMHILL,0
OR-W-21093,WILLIAM ROSE WINES LLC,Oregon Wine Lab,488 LINCOLN ST,EUGENE,97401,LANE,0
OR-W-21095,"FOLEY FAMILY WINES, INC.",Acrobat winery,9675 NE FOX FARM RD,DUNDEE,97115,YAMHILL,0
OR-W-21096,SOUTHERN OREGON SELECT FRUIT AND VEGETABLE COMPANY,Old Ninety Nine Cellars,18 STEWART AVE,MEDFORD,97501,,0
OR-W-21097,BELLS UP WINERY LLC,Bells Up Winery,27895 NE BELL RD,NEWBERG,97132,YAMHILL,0
OR-W-21099,"MISTY MEADOWS WINERY, INC.",,110 INDUSTRIAL WAY NW,LEBANON,97355,BENTON,0
OR-W-21100,FRINGE MEAD LLC,,6719 NE 18TH AVE,PORTLAND,97211,,0
OR-W-21102,BULL RUN CIDER LLC,,2225 CEDAR ST,FOREST GROVE,97116,WASHINGTON,0
OR-W-21103,HECTOR SAMKOW,HOOD'S WIND CELLAR,13900 KNAUS RD,LAKE OSWEGO,97034,CLACKAMAS,0
OR-W-21104,BLUEBIRD HILL CELLARS LLC,BlueBird Hill Cellars,25059 LARSON RD,MONROE,97456,BENTON,0
OR-W-21105,NW WINE WORKS LLC,NW Wine Works LLC,13100 SW HART RD,BEAVERTON,97008,WASHINGTON,0
OR-W-21106,WALNUT RIDGE LLC,Walnut Ridge,94739 TURNBOW LN,JUNCTION CITY,97448,LANE,0
OR-W-21107,RIMROCK CIDER COMPANY LLC,Rimrock Cider Company,60648 BARLOW TRL,BEND,97702,DESCHUTES,0
OR-W-21108,"CALCAGNO CELLARS, LLC",Calcagno Cellars,336 E HISTORIC COLUMBIA RIVER HWY,TROUTDALE,97060,MULTNOMAH COUNTY,0
OR-W-21109,CHRISTOPHER MICHAEL WINES LLC,Amity Vineyards,18150 SE AMITY VINEYARDS RD,AMITY,97101,,0
OR-W-21110,"WEITMAN VINEYARDS & WINERY, LLC",WEITMAN VINEYARDS & WINERY,80520 OLD LORANE HWY,EUGENE,97405,LANE,0
OR-W-21111,GHOST HILL CELLARS LLC,,12220 NE BAYLISS RD,CARLTON,97111,YAMHILL,0
OR-W-21113,"SCENIC VALLEY FARMS, LLC",Scenic Valley Vineyard,12423 RIVER RD NE,GERVAIS,97026,,0
OR-W-21114,BRADLEY WINERY LLC,Bradley Vineyards,1395 RIVER DR,ELKTON,97436,DOUGLAS,0
OR-W-21115,WHISKEY HILL WINERY LLC,,29298 S BARLOW RD,CANBY,97013,CLACKAMAS,0
OR-W-21116,ARBORBROOK VINEYARDS LLC,,17770 NE CALKINS LN,NEWBERG,97132,YAMHILL,0
OR-W-21117,GRESSER VINEYARDS LLC,Gresser Vineyard,37245 SW NATURE DR,CORNELIUS,97113,WASHINGTON,0
OR-W-21118,"OMAHA JUNIOR, INC.",Oregon Mead and Cider,2117 NE OREGON ST STE 202,PORTLAND,97232,MULTNOMAH,0
OR-W-21119,SLAUGHTERHAUS MEADERY LLC,,761 POLK ST,EUGENE,97402,LANE,0
OR-W-21121,"KORE WINE COMPANY, LLC",Lavinea Winery,801 N SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21122,"LOGSDON FARM BREWERY, LLC",Logsdon Ciderworks,4785 BOOTH HILL RD,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21124,"CAVEAU SELECTIONS, LLC",,2537 NW UPSHUR ST UNIT A,PORTLAND,97210,MULTNOMAH,0
OR-W-21126,THE WINERY AT MANZANITA LLC,The Winery at Manzanita,253 LANEDA AVE,MANZANITA,97130,TILLAMOOK,0
OR-W-21127,"THE RENTON FAMILY VINEYARDS, LLC",L'Angolo Estate,18830 NE WILLIAMSON RD,NEWBERG,97132,YAMHILL,0
OR-W-21128,KNOTTY APPLE CIDER COMPANY LLC,,429 CLOVER LN,MEDFORD,97501,JACKSON,0
OR-W-21129,SANTO SPIRITO LLC,Buona Notte,160 NE 160 HERMAN CREEK LANE LN STE 102,CASCADE LOCKS,97014,OREGON,0
OR-W-21131,RICK SEWELL AND ALEXANDER REISER,Scarlet Oak Barrels,50051 STATELINE RD,MILTON-FREEWATER,97862,UMITILLA,0
OR-W-21132,NAUMES CRUSH & FERMENTATION LLC,Naumes Crush & Fermentation,1311 N CENTRAL AVE,MEDFORD,97501,,0
OR-W-21133,HAZELFERN CELLARS INC.,Hazelfern Cellars,4008 NE ZIMRI DR,NEWBERG,97132,,0
OR-W-21134,"SHIBA WICHERN CELLARS, LLC",Shiba Wichern Cellars,37800 SW SUNSHINE MTN DR,WILLAMINA,97396,YAMHILL,0
OR-W-21136,"DURANT VINEYARDS, LLC",Durant Vineyards,4500 NE BLANCHARD LN,DUNDEE,97115,,0
OR-W-21137,WANDERING DUCK ARTISAN WINE LLC,,15020 S BEATON RD UNIT A,OREGON CITY,97045,CLACKAMAS,0
OR-W-21138,"ROY VINEYARD, LIMITED PARTNERSHIP",,8351 NE WORDEN HILL RD,DUNDEE,97115,,0
OR-W-21140,"KING ESTATE WINERY, LP",King Estate Winery,1780 CARNEGIE WAY,COTTAGE GROVE,97424,,0
OR-W-21141,"LONE OAK CELLARS, LLC",Lone Oak Cellars,26436 COON RD,MONROE,97456,BENTON,0
OR-W-21142,ROAD CRU LLC,,16691 SW MCFEE PL,HILLSBORO,97123,WASHINGTON,0
OR-W-21143,"LA LINEA FURIOSO, LLC",La Linea Furioso,8415 NE WORDEN HILL RD,DUNDEE,97115,YAMHILL,0
OR-W-21144,THE ELK HORN BREWERY LLC,,686 E BROADWAY AVE,EUGENE,97401,LANE,0
OR-W-21145,"MOSIER, LLC",Hiyu,3890 ACREE DR,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21146,FRANCHERE WINE COMPANY LLC,,34948 S BARLOW RD,WOODBURN,97071,CLACKAMAS,0
OR-W-21148,THE LUMOS WINE CO.,,24000 CARDWELL HILL DR,PHILOMATH,97370,,0
OR-W-21150,"HEIGHTS TAPROOM, LLC",Slopeswell Cider Co.,1021 12TH ST STE 102,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21151,"FAIRSING VINEYARD, LLC",Fairsing Vineyard,21600 NE BURKETT HILL RD,YAMHILL,97148,,0
OR-W-21152,FRONTIER CIDER COMPANY LLC,1859 Cider Company,249 NE LIBERTY ST STE 140,SALEM,97301,MARION,0
OR-W-21153,"CORE ALCHEMY CIDER, LLC",,600 NW HERTEL ST,HILLSBORO,97123,WASHINGTON,0
OR-W-21155,"^5 CIDER, LLC",,4784 SE 17TH AVE STE 150,PORTLAND,97202,MULTNOMAH,0
OR-W-21156,CROW AND BEAR ENTERPRISES LLC,,199 SHADOW LN,GRANTS PASS,97526,JOSEPHINE,0
OR-W-21157,"ECHO RIDGE CELLARS, LLC",Echo Ridge Cellars,551 THIELSEN ST,ECHO,97826,UMATILLA,0
OR-W-21158,"DOUBLE MOUNTAIN, LLC",Double Mountain Brewery,8 FOURTH ST,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21160,"SILVER FALLS VINEYARDS, INC.",Silver Falls Vineyards,4972 CASCADE HWY SE,SUBLIMITY,97385,MARION,0
OR-W-21162,"DAUNTLESS WINE COMPANY, LLC",Dauntless Wine Company,39090 SW HARTLEY RD,GASTON,97119,WASHINGTON,0
OR-W-21163,TUMALO CIDER LLC,Tumalo Cider Co,64654 COOK AVE STE 200,BEND,97703,DESCHUTES,0
OR-W-21164,"RISDALL FAMILY ENTERPRISES, LLC",Risdall Ranch Winery,6200 NW GALES CREEK RD,FOREST GROVE,97116,,0
OR-W-21165,LJC WINE CO. LLC,Leah Jorgensen Cellars,1400 NE ALPHA DR,MCMINNVILLE,97128,YAMHILL,0
OR-W-21167,WYLIE-YOUNG L.L.C.,Va Piano Vineyards,425 SW POWERHOUSE DR SUITE 301,BEND,97702,DESCHUTES,0
OR-W-21168,OO OREGON LLC,OO Wines,801 N SCOTT ST,CARLTON,97111,YAMHILL,0
OR-W-21170,"THE GRATEFUL FARMER, INC",The Grateful Vineyard,6670 TROUT CREEK RIDGE RD,MOUNT HOOD PARKDALE,97041,HOOD RIVER,0
OR-W-21172,RIVERCIDER LLC,Rivercider,305 MORTON RD,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21173,"CORIA ESTATE WINES, INC.",,8252 REDSTONE AVE SE,SALEM,97306,,0
OR-W-21174,ESTHER GLEN FARM AND WINERY LLC,,259 SE 8TH ST,DUNDEE,97115,,0
OR-W-21175,DOC FIELDS CIDER HOUSE LLC,Dry Fields Cider,136 SW 2ND ST,REDMOND,97756,OREGON,0
OR-W-21176,"FESTIVE HILL WINERY, LLC",Festive Hill Winery,20100 SW JOHNSON RD,WEST LINN,97068,CLACKAMAS,0
OR-W-21177,2HAWK LLC,2Hawk Vineyard and Winery,2335 N PHOENIX RD,MEDFORD,97504,,0
OR-W-21178,"OLD WAGON ROAD VINEYARDS, LLC",Chris James Cellars,12000 NW OLD WAGON RD,CARLTON,97111,YAMHILL,0
OR-W-21180,"MIRACLES VINTNERS, LLC",,1645 BROZIO RD,ROSEBURG,97471,DOUGLAS COUNTY,0
OR-W-21181,TRIPLE OAK VINEYARD LLC,Triple Oak Wine Vault,137 NE LOCUST ST,OAKLAND,97462,DOUGLAS,0
OR-W-21182,"LEGACY VINEYARDS, LLC",Spire Mountain Cellars,1140 UMPQUA COLLEGE RD,ROSEBURG,97470,DOUGLAS,0
OR-W-21183,"JACKSON FAMILY WINES, INC.",,15771 NE RIBBON RIDGE RD,NEWBERG,97132,YAMHILL,0
OR-W-21184,NORMANN CELLARS LLC,Valhalla Winery,23785 HWY 126,VENETA,97487,LANE,0
OR-W-21185,LEGEND CIDER COMPANY LLC,,16481 BLUEWOOD PL,LA PINE,97739,DESCHUTES,0
OR-W-21187,STONE CIRCLE CIDER LLC,Stone Circle Cider,36797 SE KEMP RD,ESTACADA,97023,CLACKAMAS,0
OR-W-21188,BAUMAN'S CIDER COMPANY LLC,Bauman's Cider,12989 HOWELL PRAIRIE RD NE,GERVAIS,97026,MARION,0
OR-W-21189,"CASTEEL CUSTOM BOTTLING, LLC",,1575 NE COLVIN CT,MCMINNVILLE,97128,YAMHILL,0
OR-W-21190,"FULLERTON WINES, INC.",,804 NW BUCHANAN AVE,CORVALLIS,97330,BENTON,0
OR-W-21191,"COUGAR HILLS, LLC",Cougar Crest Estate Winery,84599 HIGHWAY 339,MILTON-FREEWATER,97862,UMATILLA,0
OR-W-21192,"HARVEST MOBILE BOTTLING, LLC",Whitetail Ridge Vineyard,5920 FLOURNOY VALLEY RD,ROSEBURG,97471,DOUGLAS,0
OR-W-21193,"OREGON CIDER COMPANY, LLC",,23301 SW BOSKY DELL LN,WEST LINN,97068,CLACKAMAS,0
OR-W-21194,"BIG TABLE FARM, INC.",BIG TABLE FARM,26851 NW WILLIAMS CANYON RD,GASTON,97119,YAMHILL,0
OR-W-21195,KIFF RANCH LLC,J L Kiff Vineyard,13546 NW WILLIS RD,MCMINNVILLE,97128,YAMHILL,0
OR-W-21196,7BEV CORPORATION,Queen Orchard,1720 WILLAMETTE FALLS DR,WEST LINN,97068,CLACKAMAS,0
OR-W-21197,"ORDNANCE CIDER, LLC",,405 N OLSON RD,BOARDMAN,97818,MORROW,0
OR-W-21198,"JACKSON FAMILY WINES, INC.",,3500 NE THREE MILE LN,MCMINNVILLE,97128,YAMHILL,0
OR-W-21199,ENDPOINT LLC,Crush Cider Cafe,1020 WASCO ST STE D,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21200,SASQUATCH BREWING COMPANY,SASQUATCH BREWERY,2531 NW 30TH AVE,PORTLAND,97210,MULTNOMAH,0
OR-W-21201,SANTIAM BREWING COMPANY LLC,Santiam Brewing,2544 19TH ST SE,SALEM,97302,MARION,0
OR-W-21202,SAILOR WINERY LLC,,5525 MILL CREEK RD,THE DALLES,97058,WASCO,0
OR-W-21203,"RATIO WINES, LLC",Ratio Wines,801 N SCOTT ST,CARLTON,97111,,0
OR-W-21205,"FOLEY FAMILY WINES, INC.",THE FOUR GRACES WINERY,14901 NE STAG HOLLOW RD,YAMHILL,97148,YAMHILL,0
OR-W-21207,"ELEVEE WINES, LLC",Elevee Winegrowers,888 S INDUSTRIAL PKWY,NEWBERG,97132,YAMHILL,0
OR-W-21208,SCHILLING CIDER HOUSE PDX LLC,,2800 SE DIVISION ST,PORTLAND,97202,,0
OR-W-21209,THERESA DRAPER,Draper Girls Country Farm,6200 HWY 35,PARKDALE,97041,,0
OR-W-21210,"CROFT VINEYARDS, LLC",Croft Vineyards,5475 RIVER ROAD SOUTH,SALEM,97302,MARION,0
OR-W-21211,"HVC, LIMITED PARTNERSHIP",HAWKS VIEW CELLARS,20210 SW CONZELMANN RD,SHERWOOD,97140,WASHINGTON,0
OR-W-21214,MARITIME HILLS LLC,,37200 KINGS VALLEY HWY,PHILOMATH,97370,BENTON,0
OR-W-21215,SISKIYOU MEAD AND SPIRITS LLC,Siskiyou mead and spirits,710 N MOUNTAIN AVE N,ASHLAND,97520,JACKSON,0
OR-W-21216,BRIDGE CITY CIDERWORKS LLC,12 Bridge Ciderworks,19376 MOLALLA AVE STE 130,OREGON CITY,97045,CLACKAMAS,0
OR-W-21217,"STONE WOLF VINEYARDS, LLC",Great Oregon Wine Company,2155 NE LAFAYETTE,MCMINNVILLE,97128,YAMHILL,0
OR-W-21218,"LA BELLE NOIR WINES, LLC",,652 N AYLOR CT STE 1,SISTERS,97759,DESHUTES,0
OR-W-21219,"FALK ESTATES, LLC",Falk Estates,721 BRAMBLEWOOD LN,CANYONVILLE,97417,DOUGLAS,0
OR-W-21220,"TALENT CELLARS, LLC",Talent Cellars,707 VALLEY VIEW RD,TALENT,97540,JACKSON,0
OR-W-21221,MARTIN ARTISAN LLC,Martin Woods,20500 SW EAGLE POINT RD,MCMINNVILLE,97128,YAMHILL,0
OR-W-21222,CHEMEKETA COMMUNITY COLLEGE,Northwest Wine Studies Center,215 DOAKS FERRY RD NW,SALEM,97304,POLK COUNTY,0
OR-W-21223,ART+SCIENCE LLC,Art+Science,22900 SW PITTMAN RD,SHERIDAN,97378,YAMHILL,0
OR-W-21225,LONGSWORD WINERY LLC,Longsword Vineyard,8555 HIGHWAY 238,JACKSONVILLE,97530,JACKSON,0
OR-W-21226,JAMES RIDGLEY AND JANICE RIDGLEY,Willow's Run Winery,233 THOMPSON CREEK ROAD RD,APPLEGATE,97530,JACKSON,0
OR-W-21227,"19 ACRES CIDER COMPANY, INC.",,18055 SW SEIFFERT RD,SHERWOOD,97140,WASHINGTON,0
OR-W-21228,"KELLEY STEARNS FOX WINES, LLC",Kelley Fox Wines,26421 NW HIGHWAY 47,GASTON,97119,YAMHILL,0
OR-W-21229,"FOX-TAIL CIDER, INC",Fox-Tail Cider,2965 EHRCK HILL DR BLDG 2,HOOD RIVER,97031,HOOD RIVER,0
OR-W-21230,"SAMS CREEK CELLARS, LLC",Sams Creek Cellars,39 SAMS CREEK RD,GOLD HILL,97525,JACKSON,0
OR-W-21231,HOOD VIEW CIDERWORKS LLC,,805 NW RIVERVIEW AVE,GRESHAM,97030,MULTNOMATT,0
OR-W-21232,"EMINENT DOMAINE, LLC",Eminent Domaine,20875 NE RIBBON RIDGE RD,NEWBERG,97132,YAMHILL,0
OR-W-21233,CRAFT WINE CO  LLC,,116 W MAIN ST,CARLTON,97111,YAMHILL,0
OR-W-21236,"WAY DOWN WINES, LLC",Way Down Wines,2211 SE OCHOCO ST STE A,PORTLAND,97222,,0
OR-W-21237,ALTER EGO CIDER LLC,,2025 SE 7TH AVE,PORTLAND,97214,MULTNOMAH,0
OR-W-21238,"SANDNESS PAINTING, LTD",Sandnas Cellars,442 ROOSEVELT ST,OREGON CITY,97045,,0
OR-W-21239,BORING WINERY INC.,,29300 SE HALEY RD,BORING,97009,CLACKAMAS,0
OR-W-21240,"RICKERT FAMILY FARM, LLC",Salt Creek Cider House,14500 SALT CREEK RD,DALLAS,97338,POLK,0
OR-W-21241,"WOODBOX CIDER, LLC",,3264 NE 84TH AVE,PORTLAND,97220,MULTNOMAH,0
OR-W-21242,"GOLD RUSH BREWING, LLC",Gold Rush Cider,1100 N CENTRAL AVE STE 102,MEDFORD,97501,,0
OR-W-21243,PATRICIA ANN PHILLIPS,Sage Hill Farm,3657 VAN WAY,ONTARIO,97914,MALHEUR,0
OR-W-21244,"JOSEPHJANE WINERY, LLC",JosephJane Winery,155 LOWER GARDEN VALLEY RD,ROSEBURG,97471,DOUGLAS,0
OR-W-21245,SAPPHIRE'S CIDER LLC,Sappphire's cider,200 W JACKSON ST,MEDFORD,97501,JACKSON,0
OR-W-21246,SIMPLE MACHINE LLC,Simple Machine,717 S PACIFIC HWY,TALENT,97540,JACKSON,0
OR-W-21247,QT BEES LLC,QT Bees,36622 HIGHWAY 26,SEASIDE,97138,CLATSOP,0
OR-W-21248,"FLOURISHING PALM CELLARS, LLC",,4931 ROSEY VIEW ST S,SALEM,97302,,0
OR-W-21249,BECKHAM ESTATE VINEYARD,Beckham Estate Vineyard,30790 SW HEATER RD,SHERWOOD,97140,,0
OR-W-21250,"CHANDLER WINE PORTFOLIO, LLC",Caelestis Cellars,7735 SW BURLINGAME AVE,PORTLAND,97219,MULTNOMAH,0
OR-W-21251,"PEGALLACE, LLC",The Rellik Winery,970 OLD STAGE RD,CENTRAL POINT,97502,JACKSON,0
OR-W-21252,"FIRST CITY CIDER, LLC",Happy Valley Ciderworks,15875 SE 114TH AVE STE L,CLACKAMAS,97015,,0
OR-W-21253,KEVIN KIKER,Third Block Wines,15192 JEFFERSON HWY 99E SE,JEFFERSON,97352,,0
OR-W-21254,"JACKSON FAMILY WINES, INC.",Willakenzie,19143 NE LAUGHLIN RD,YAMHILL,97148,WILLAMETTE,0
OR-W-21255,"TASHA'S, INC.",Youngberg Hill,10660 SW YOUNGBERG HILL RD,MCMINNVILLE,97128,,0
OR-W-21256,OREGON HONEY PRODUCTS LLC,Nectar Creek,500 MAIN ST,PHILOMATH,97370,,0
OR-W-21257,"GMB, INC.",Bieze Vineyard,203 5TH ST,AMITY,97101,YAMHILL COUNTY,0
OR-W-21258,"DUKES FAMILY VINEYARDS, LLC",Dukes Family Vineyards,7845 SE AMITY RD,AMITY,97101,,0
OR-W-21259,AKOR WINE COMPANY LLC,DAnu,26444 NE BUTTEVILLE RD STE 200-300,AURORA,97002,MARION,0
OR-W-21262,DRAGON'S HEAD MEAD LLC,,5108 FORSYTHIA DR,SPRINGFIELD,97478,LANE,0
OR-W-21263,"HEMMER VINEYARDS, LLC",Hemmer Vineyards,13627 NE KINNEY RD,NEWBERG,97132,YAMHILL,0
OR-W-21264,DANIEL W. LEWERENZ,Gatsby Spirits,425 NE LINT SLOUGH RD,WALDPORT,97394,LINCOLN,0
OR-W-21265,MORGEN LONG WINE LLC,Morgen Long,14865 NE NORTH VALLEY RD,NEWBERG,97132,YAMHILL,0
OR-W-21266,"KV WINES, LLC",KV Wines,9419 NE WORDEN HILL RD,DUNDEE,97115,YAMHILL,0
OR-W-21267,SAVAGE BEES LLC.,,79492 BROWN LN,STANFIELD,97875,UMATILLA,0
OR-W-21268,BASKET MOON LLC,,801 N SCOTT ST,CARLTON,97111,,0
